"",bin,full_add,point,precision
118998,900405450776,"ПАВЛОДАР,ул. К.Маркса, д. 189",76.938099 52.272342,number
119087,900424450521,"ПАВЛОДАР,ул. Катаева, д. 59, кв. 37",76.97581 52.273097,exact
119121,900440000041,"ПАВЛОДАР,Лермонтова,84",76.952831 52.291262,exact
119303,900601450286,"ПАВЛОДАР,Павлова,36/3",76.974714 52.289825,exact
119343,900608450511,"ПАВЛОДАР,ул. Толстого, д. 19",76.944917 52.274811,exact
119395,900618351499,"ПАВЛОДАР,ул. Промышленная зона восточная,23",76.864069 52.391489,exact
119396,900618450704,"ПАВЛОДАР,ул. 1 Мая, д. 312, м-н ""Твист"", кв. отд. вино",76.95426 52.260537,exact
119841,900915350851,"ПАВЛОДАР,ул. Ткачева,9/1",76.947307 52.251446,exact
119899,900926451330,"ПАВЛОДАР,ул.Кулундинская, д.54, кв.2",76.974939 52.25718,exact
120055,901029450233,"ПАВЛОДАР,Торайгырова,68",76.959623 52.297894,exact
120076,901102450018,"ПАВЛОДАР,Исиналиева,58",76.960683 52.279666,exact
120122,901112350839,"ПАВЛОДАР,пр.Тауелсiздiк, д.173",76.971804 52.258492,exact
120145,901116450094,"ПАВЛОДАР,ул.Торайгырова,73",76.947783 52.296335,exact
120218,901140000033,"ПАВЛОДАР,ул.Аадемика Сатпаева,145/1",76.94321 52.271736,exact
120478,910140000280,"ПАВЛОДАР,ул. 1 Мая, д. 280",76.953272 52.2687,exact
120730,910340000149,"ПАВЛОДАР,ул.Ак.Сатпаева, д.57, офис 50",76.941656 52.283434,exact
120742,910401451239,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
120838,910420450323,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
120839,910420450452,"ПАВЛОДАР,ул. Роза Люксембург,113",76.967303 52.270265,exact
120897,910440000251,"ПАВЛОДАР,ул. Транспортная",77.035952 52.288409,street
121018,910527450375,"ПАВЛОДАР,Академика Сатпаева,75 нп 3",76.941971 52.279925,number
121061,910604450660,"ПАВЛОДАР,пр.Независимости,36",76.966809 52.278575,exact
121382,910813301543,"ПАВЛОДАР,ул. Ломова,37/1",76.954853 52.263794,exact
121430,910822450597,"ПАВЛОДАР,ул.Камзина,171",76.985629 52.262251,exact
121749,911103450628,"ПАВЛОДАР,ул. Суворова,77/1",77.029098 52.291764,exact
121832,911122350346,"ПАВЛОДАР,Исы Байзакова,147",76.960305 52.274662,exact
121873,911140000124,"ПАВЛОДАР,Гагарина,99/1",76.990767 52.261342,near
122167,920140000639,"ПАВЛОДАР,Транспортная,8/21",77.035845 52.288596,number
122174,920140001012,"ПАВЛОДАР,ул. Лермонтова,84/1",76.952535 52.291984,exact
122312,920240000968,"ПАВЛОДАР,ул. Лимонная,31",77.005068 52.229343,near
122322,920241000955,"ПАВЛОДАР,хромзавод Проезд,1",76.940722 52.285577,other
122641,920508450511,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
122880,920707450048,"ПАВЛОДАР,ул. Tayeлсіздік проспект,д.42",76.940722 52.285577,other
122978,920730351510,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
123060,920816450020,"ПАВЛОДАР,ул. Тәуелсіздік проспект,д. 41",76.968264 52.285522,exact
123127,920840000911,"ПАВЛОДАР,ул. Суворова,9/2",76.986285 52.286657,number
123230,920940000271,"ПАВЛОДАР,ул. Ломова,д. 58/1",76.959506 52.265349,exact
123311,921020451193,"ПАВЛОДАР,Лермонтова,50/3",76.943381 52.291141,exact
123327,921027350781,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
123520,921216450448,"ПАВЛОДАР,Камзина,67/1",76.9903 52.274932,exact
124035,930440000364,"ПАВЛОДАР,ул. Павлова,50",76.977544 52.280955,exact
124361,930740000602,"ПАВЛОДАР,ул. Ломова,д. 167",76.982754 52.264748,exact
124364,930740000791,"ПАВЛОДАР,Академика Маргулана,104/1",76.942968 52.282668,exact
124365,930740000810,"ПАВЛОДАР,ул. Лермонтова, д. 4",76.93632 52.290618,exact
124590,930940000947,"ПАВЛОДАР,проспект Тауелсіздік,42",76.940722 52.285577,other
124684,931027450521,"ПАВЛОДАР,ул. Кутузова,41",76.968264 52.285522,exact
124788,931140000217,"ПАВЛОДАР,ул. Ак. Сатпаева,35",76.941477 52.288684,exact
124859,931226301360,"ПАВЛОДАР,ул. Лермонтова,д. 106",76.963216 52.291659,exact
124990,940140000325,"ПАВЛОДАР,ул. Восточная промышленная зона,65",77.026969 52.295999,number
125000,940140001353,"ПАВЛОДАР,Академика Чокина,143",76.971723 52.267449,exact
125002,940140001571,"ПАВЛОДАР,Естая,85",76.965498 52.282503,exact
125042,940212301829,"ПАВЛОДАР,ул.Павлова, д.34, бут.12",76.977301 52.295652,exact
125093,940240000537,"ПАВЛОДАР,ул. Промышленная зона Северная",76.940722 52.285577,other
125097,940240001055,"ПАВЛОДАР,ул. Катаева,36/3",76.973394 52.275836,exact
125106,940241000502,"ПАВЛОДАР,ул. Ак.Бектурова,115",76.948942 52.281451,exact
125251,940413450043,"ПАВЛОДАР,Промышленная зона Восточная, стр. 3 вход с Ворушина, 4",76.988953 52.27021,exact
125296,940429350996,"ПАВЛОДАР,ул. Ак. Бектурова,16",76.94666 52.294,exact
125301,940440000148,"ПАВЛОДАР,Восточный промрайон",77.054736 52.273142,other
125314,940440001087,"ПАВЛОДАР,ул. Кривенко, д. 83, кв. 79",76.960844 52.285043,exact
125511,940640000690,"ПАВЛОДАР,29 Ноября,2",76.93491 52.27863,exact
125513,940640000809,"ПАВЛОДАР,ул. Кленовая, д. 1",77.055293 52.303803,street
125563,940713450420,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
125828,940940000989,"ПАВЛОДАР,ул. Бестужева, д. 2/1 М-н ""Амал""",76.957035 52.252571,exact
125832,940940001203,"ПАВЛОДАР,Лермонтова,90",76.957116 52.291417,exact
125881,941019350791,"ПАВЛОДАР,ул. Минина, д. 1/1",77.008177 52.303027,number
125913,941040000582,"ПАВЛОДАР,Карла Маркса,189",76.938099 52.272342,number
125920,941040001550,"ПАВЛОДАР,ул. Северная промзона",76.982853 52.311826,street
126084,941229350052,"ПАВЛОДАР,ул. Академика Маргулана, д. 118",76.943282 52.280454,exact
126115,941240002447,"ПАВЛОДАР,Академика Бектурова,33",76.947567 52.292105,exact
126168,950122450678,"ПАВЛОДАР,ул. 1Мая,21",76.952032 52.292309,exact
126210,950140001860,"ПАВЛОДАР,Бекхожина,17",76.950388 52.251595,exact
126307,950240001814,"ПАВЛОДАР,ул.Тауелсiздiк, д.20, кв.227",76.96539 52.290128,exact
126769,950722350188,"ПАВЛОДАР,Камзина,67/1",76.9903 52.274932,exact
126812,950740000874,"ПАВЛОДАР,ул.Каирбаева,34",76.94189 52.286784,exact
126967,950940000633,"ПАВЛОДАР,ул. Амангельды, д. 19",76.964321 52.255984,exact
127053,951040000762,"ПАВЛОДАР,Генерала Дюсенова,3/1",76.944845 52.297139,exact
127088,951117350736,"ПАВЛОДАР,ул. 1 Мая,84",76.951574 52.285836,exact
127154,951216350111,"ПАВЛОДАР,ул.Естая,81",76.960323 52.280652,exact
127381,960240001836,"ПАВЛОДАР,Торайгырова,77",76.950738 52.296192,exact
127637,960628350486,"ПАВЛОДАР,ул. Циолковского,д. 41",77.024355 52.272756,exact
127663,960640000822,"ПАВЛОДАР,ул. Циолковского, д. 33/5",77.006928 52.27221,exact
127769,960740002278,"ПАВЛОДАР,Майры,15",76.94498 52.250349,exact
127790,960804350511,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, ваг 4-5",,none
127834,960840000186,"ПАВЛОДАР,ул. Ак. Бектурова,107",76.94851 52.283269,exact
127873,960840002192,"ПАВЛОДАР,ул. Торайгырова, д. 117, н/п 122",76.97113 52.298153,near
127875,960840002519,"ПАВЛОДАР,Камзина,106",76.983006 52.27399,exact
127945,960940001940,"ПАВЛОДАР,Камзина,354",76.995088 52.242387,exact
127946,960940002007,"ПАВЛОДАР,Каирбаева,72",76.949526 52.287594,exact
127949,960940002136,"ПАВЛОДАР,ул. Академика Бектурова,41",76.947648 52.291312,exact
127950,960940002166,"ПАВЛОДАР,ул.Кривенко,81",76.959533 52.284332,exact
128025,961040000516,"ПАВЛОДАР,ул. Мира,д. 39",76.945375 52.298235,exact
128105,961140000292,"ПАВЛОДАР,ул. Торайгырова, д. 6",76.925855 52.297459,exact
128124,961140002269,"ПАВЛОДАР,ул.  Камзина, д. 74",76.979233 52.280382,exact
128203,961240001274,"ПАВЛОДАР,ул. Академика Бектурова,79",76.948133 52.287428,exact
128249,970101452178,"ПАВЛОДАР,ул. Камзина,29/1",76.982036 52.290458,exact
128301,970140002535,"ПАВЛОДАР,ул. Каз. Правды,д. 5",76.983599 52.246467,exact
128304,970140004165,"ПАВЛОДАР,ул. Естая, д. 56/2",76.947361 52.282487,exact
128320,970140006489,"ПАВЛОДАР,ул.Ак.Сатпаева, д.33, кв.20",76.941935 52.289439,exact
128328,970141005793,"ПАВЛОДАР,Сатпаева,243",76.943192 52.270397,exact
128372,970240002380,"ПАВЛОДАР,ул. Академика Бектурова",76.948088 52.281038,street
128403,970240019741,"ПАВЛОДАР,ул. 1 Мая, д. 40/2",76.952032 52.282266,number
128409,970302450372,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
128476,970340003682,"ПАВЛОДАР,ул. Павлова, д. 12, кв 21",76.977301 52.295652,exact
128565,970502451090,"ПАВЛОДАР,ул. Луначарского,д. 6/3",76.937183 52.27701,exact
128704,970640002632,"ПАВЛОДАР,Проспект Тауелсiздiк,42",76.967609 52.277065,exact
128726,970712450024,"ПАВЛОДАР,Лермонтова,100/1",76.961716 52.291527,exact
128757,970740001211,"ПАВЛОДАР,ул. Ломова, д. 180/8",77.004817 52.266776,number
128765,970740001707,"ПАВЛОДАР,ул. К. Маркса, д. 328/2",76.940749 52.263254,number
128847,970840000930,"ПАВЛОДАР,улица Астана,6",76.937129 52.29487,exact
128890,970908351091,"ПАВЛОДАР,Астана,219",76.940758 52.270033,exact
128896,970910451178,"ПАВЛОДАР,ул.Красноярская,113",76.989321 52.287902,exact
128906,970918451230,"ПАВЛОДАР,Кутузова,191",76.97157 52.256612,exact
128947,970940002732,"ПАВЛОДАР,Пахомова,57/3",76.962228 52.279087,number
128973,970940015388,"ПАВЛОДАР,ул. Кутузова,31/1",76.96936 52.289026,exact
129023,971040001645,"ПАВЛОДАР,ул. Ломова,167",76.982754 52.264748,exact
129112,971140002984,"ПАВЛОДАР,ул. Пахомова,д. 102",76.962722 52.252042,exact
129159,971240001850,"ПАВЛОДАР,ул. Павлова,50",76.977544 52.280955,exact
129164,971240003212,"ПАВЛОДАР,Ак. Сатпаева,247",76.943399 52.268286,exact
129239,980140000848,"ПАВЛОДАР,Гагарина,40/1",76.964159 52.261231,exact
129248,980140003604,"ПАВЛОДАР,Крупской,76",76.949112 52.294821,exact
129313,980240001939,"ПАВЛОДАР,Омская,57/2",76.986213 52.292491,number
129333,980240004021,"ПАВЛОДАР,Естая,91",76.974184 52.28398,exact
129400,980340002019,"ПАВЛОДАР,ул. К. Маркса, д. 328",76.940749 52.263254,exact
129418,980340003324,"ПАВЛОДАР,ул. Торайгырова,62",76.956721 52.297525,exact
129463,980430351184,"ПАВЛОДАР,ул. Луначарского, д. 7",76.940551 52.276773,near
129497,980440004683,"ПАВЛОДАР,ул. Камзина,350",76.992779 52.243749,exact
129632,980640001993,"ПАВЛОДАР,Транспортная,35",77.042375 52.268468,near
129691,980740000047,"ПАВЛОДАР,Ак. Сатпаева,17",76.940866 52.293901,exact
129702,980740001709,"ПАВЛОДАР,ул.Ломова, д.137",76.972594 52.264313,exact
129715,980740003223,"ПАВЛОДАР,ул.Яблоневая, д.1",77.027796 52.230165,exact
129740,980820400027,"ПАВЛОДАР,Айманова,30",76.919243 52.300901,exact
129847,980940003089,"ПАВЛОДАР,ул.Толстого,88",76.972388 52.27636,exact
129923,981040003534,"ПАВЛОДАР,Луначарского,44",76.963027 52.277671,exact
129971,981140002541,"ПАВЛОДАР,ул. Камзина,д. 57",76.985593 52.279252,exact
130047,981240003591,"ПАВЛОДАР,Кутузова,168",76.969244 52.262791,exact
130146,990140004139,"ПАВЛОДАР,Сормова,2",76.950702 52.29905,exact
130277,990240004360,"ПАВЛОДАР,ул. Естая, д. 79",76.957691 52.280938,exact
130278,990240004445,"ПАВЛОДАР,Генерала Дюсенова,4/2",76.939195 52.29943,exact
130327,990240008809,"ПАВЛОДАР,ул.Ак.Чокина, д.23/1, кв.2",76.944109 52.267068,exact
130434,990340005243,"ПАВЛОДАР,Сормова,2/1",76.950783 52.299381,exact
130435,990340005273,"ПАВЛОДАР,ул. Лесная, д. 3",76.997963 52.257698,exact
130472,990340010369,"ПАВЛОДАР,ул. Привокзальная площадь,1",76.970582 52.299546,exact
130475,990340010715,"ПАВЛОДАР,Суворова,4",76.969801 52.287368,exact
130512,990440000414,"ПАВЛОДАР,ул. Ак. Бектурова, д. 107",76.94851 52.283269,exact
130535,990440003954,"ПАВЛОДАР,Каирбаева,34",76.94189 52.286784,exact
130557,990440007243,"ПАВЛОДАР,ул. Павлова,50",76.977544 52.280955,exact
130624,990540003115,"ПАВЛОДАР,Аэропорт,-",77.069657 52.198299,other
130726,990640013156,"ПАВЛОДАР,ул. Камзина,д. 168",76.984344 52.26278,exact
130728,990641004251,"ПАВЛОДАР,ул. Астана,143",76.939815 52.278608,exact
130787,990740003405,"ПАВЛОДАР,ул. Кутузова,д. 157",76.971193 52.262924,exact
130802,990740005317,"ПАВЛОДАР,Торайгырова,14",76.931227 52.298186,exact
130825,990820450500,"ПАВЛОДАР,ул. Муткенова, д. 54, кв. 5",76.997819 52.291367,exact
130856,990840002851,"ПАВЛОДАР,Естая,134/1",76.961419 52.283087,exact
130976,991040002607,"ПАВЛОДАР,ул. Гагарина, д. 89",76.979871 52.261016,exact
131010,991117350406,"ПАВЛОДАР,ул. Тауелсыздык проспект,58",76.968893 52.265939,exact
131049,991140005992,"ПАВЛОДАР,ул. Сураганова, д. 19",76.972891 52.2933,number
131064,991141005511,"ПАВЛОДАР,Торайгырова,79",76.953532 52.296578,exact
131118,991240003553,"ПАВЛОДАР,Черепанова,10",76.953424 52.300361,exact
131133,991240005292,"ПАВЛОДАР,Пахомова,102",76.962722 52.252042,exact
